nombreJugador,nombreEquipo,won_match,lost_match,drawn_match,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
José Bordalás,Getafe CF,3,3,5,361318,1465681,435523,Sube
