nombreUsuario,nombreLiga,nombreJugador,nombreEquipo,posicionId,estadoJugador,clausula,expiracionBloqueoClausulaDias,valorMercado,puntosRecientes,puntosRecientesPromedio,puntosTotales
Noah Redux,entrenamiento,Fekir,Real Betis,3,ok,5955599,10,5955599,2,2.0,2
