nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,offtarget_att_assist,pen_area_entries,penalty_won,penalty_save,saves,effective_clearance,penalty_failed,own_goals,goals_conceded,yellow_card,second_yellow_card,red_card,total_scoring_att,won_contest,ball_recovery,poss_lost_all,penalty_conceded,puntosTotales,puntosPromedio,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Rubén Peña Jiménez,C.A. Osasuna,defensa,65.08,0.0,0.08,0.08,0.67,0.0,0.0,0.0,1.33,0.0,0.0,1.17,0.17,0.0,0.0,0.17,1.42,6.0,12.92,0.0,45,3.75,4042125,7192372,4620972,Baja
