nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,offtarget_att_assist,pen_area_entries,penalty_won,penalty_save,saves,effective_clearance,penalty_failed,own_goals,goals_conceded,yellow_card,second_yellow_card,red_card,total_scoring_att,won_contest,ball_recovery,poss_lost_all,penalty_conceded,puntosTotales,puntosPromedio,weekNumber,weekPoints,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
João Félix Sequeira,FC Barcelona,delantero,57.92,0.08,0.17,0.25,0.08,0.0,0.0,0.0,0.25,0.0,0.0,0.67,0.08,0.0,0.0,1.08,1.25,3.33,9.67,0.0,63,5.25,13,7,13235131,54344272,49829659,Baja
