nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,offtarget_att_assist,pen_area_entries,penalty_won,penalty_save,saves,effective_clearance,penalty_failed,own_goals,goals_conceded,yellow_card,second_yellow_card,red_card,total_scoring_att,won_contest,ball_recovery,poss_lost_all,penalty_conceded,puntosTotales,puntosPromedio,weekNumber,weekPoints,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Lamine Yamal,FC Barcelona,delantero,49.45,0.09,0.09,0.18,0.55,0.0,0.0,0.0,0.27,0.0,0.0,0.73,0.09,0.0,0.0,0.36,1.36,2.0,7.0,0.0,45,4.09,13,4,5154017,33133626,21475385,Baja
