nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,offtarget_att_assist,pen_area_entries,penalty_won,penalty_save,saves,effective_clearance,penalty_failed,own_goals,goals_conceded,yellow_card,second_yellow_card,red_card,total_scoring_att,won_contest,ball_recovery,poss_lost_all,penalty_conceded,puntosTotales,puntosPromedio,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Ignasi Miquel,Granada CF,defensa,86.25,0.0,0.08,0.08,0.0,0.0,0.0,0.0,4.17,0.0,0.0,2.42,0.25,0.0,0.0,0.17,0.17,5.92,8.83,0.0,33,2.75,751462,6500000,751462,Baja
