nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,puntosTotales,puntosPromedio,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Mario González,Granada CF,centrocampista,0.0,0.0,0.0,0,0,316041,427494,427494,Sube
