nombreUsuario,nombreLiga,nombreJugador,nombreEquipo,posicionId,estadoJugador,clausula,expiracionBloqueoClausulaDias,valorMercado,puntosRecientes,puntosRecientesPromedio,puntosTotales
La Puta Resistencia,seta definitiva,Óscar Valentín,Rayo Vallecano,3,ok,9946165,0,9946165,1,6.25,25
