nombreUsuario,nombreLiga,nombreJugador,nombreEquipo,posicionId,estadoJugador,clausula,expiracionBloqueoClausulaDias,valorMercado,puntosRecientes,puntosRecientesPromedio,puntosTotales
La Puta Resistencia,seta definitiva,Pedraza,Villarreal CF,2,doubtful,10386375,0,3665632,0,0.0,0
