nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,puntosTotales,puntosPromedio,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Manu Bueno,Sevilla FC,centrocampista,0.0,0.0,0.0,0,0,437621,800000,462677,Sube
