nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,offtarget_att_assist,pen_area_entries,penalty_won,penalty_save,saves,effective_clearance,penalty_failed,own_goals,goals_conceded,yellow_card,second_yellow_card,red_card,total_scoring_att,won_contest,ball_recovery,poss_lost_all,penalty_conceded,puntosTotales,puntosPromedio,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Iván Balliu Campeny,Rayo Vallecano,defensa,88.27,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1.73,0.0,0.0,1.36,0.09,0.0,0.0,0.18,0.36,6.55,14.18,0.0,44,4,5495052,7787578,6599814,Baja
