nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,offtarget_att_assist,pen_area_entries,penalty_won,penalty_save,saves,effective_clearance,penalty_failed,own_goals,goals_conceded,yellow_card,second_yellow_card,red_card,total_scoring_att,won_contest,ball_recovery,poss_lost_all,penalty_conceded,puntosTotales,puntosPromedio,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Mamadou Mbaye,Cádiz CF,defensa,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.33,0.78,0.0,2,0.22,414364,2500000,453948,Sube
