nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,puntosTotales,puntosPromedio,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
José Antonio de la Rosa,Cádiz CF,delantero,0.0,0.0,0.0,0,0,503939,1362565,503939,Baja
