nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,puntosTotales,puntosPromedio,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Brian Alexis Ocampo Ferreira,Cádiz CF,centrocampista,0.0,0.0,0.0,0,0,420887,2700000,456396,Sube
