nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,offtarget_att_assist,pen_area_entries,penalty_won,penalty_save,saves,effective_clearance,penalty_failed,own_goals,goals_conceded,yellow_card,second_yellow_card,red_card,total_scoring_att,won_contest,ball_recovery,poss_lost_all,penalty_conceded,puntosTotales,puntosPromedio,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Oriol Romeu Vidal,FC Barcelona,centrocampista,47.58,0.0,0.08,0.08,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.67,0.17,0.0,0.0,0.17,0.25,3.5,5.5,0.0,47,3.92,7988995,29893936,14121365,Baja
