nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,offtarget_att_assist,pen_area_entries,penalty_won,penalty_save,saves,effective_clearance,penalty_failed,own_goals,goals_conceded,yellow_card,second_yellow_card,red_card,total_scoring_att,won_contest,ball_recovery,poss_lost_all,penalty_conceded,puntosTotales,puntosPromedio,weekNumber,weekPoints,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Ander Guevara Lajo,Deportivo Alavés,centrocampista,88.69,0.08,0.0,0.0,0.23,0.0,0.0,0.0,1.23,0.0,0.0,1.31,0.23,0.0,0.0,0.15,0.85,8.08,14.23,0.0,53,4.08,13,3,2233010,5005615,2478548,Sube
