nombreJugador,nombreEquipo,won_match,lost_match,drawn_match,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Francisco Rodríguez,Rayo Vallecano,2,1,6,581090,3000000,581090,Baja
