nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,puntosTotales,puntosPromedio,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Reinildo Isnard Mandava,Atlético de Madrid,defensa,0.0,0.0,0.0,0,0,879351,16000000,879351,Baja
