nombreUsuario,nombreLiga,nombreJugador,nombreEquipo,posicionId,estadoJugador,clausula,expiracionBloqueoClausulaDias,valorMercado,puntosRecientes,puntosRecientesPromedio,puntosTotales
rugineta,seta definitiva,Gabriel Paulista,Valencia CF,2,ok,14947875,0,7503531,-2,4.4,22
