nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,offtarget_att_assist,pen_area_entries,penalty_won,penalty_save,saves,effective_clearance,penalty_failed,own_goals,goals_conceded,yellow_card,second_yellow_card,red_card,total_scoring_att,won_contest,ball_recovery,poss_lost_all,penalty_conceded,puntosTotales,puntosPromedio,weekNumber,weekPoints,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Sergio Camello,Rayo Vallecano,delantero,36.25,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.75,0.17,0.0,0.0,0.42,0.33,1.33,4.5,0.0,23,1.92,13,2,1418129,10750000,1418129,Baja
