nombreUsuario,nombreLiga,nombreJugador,nombreEquipo,posicionId,estadoJugador,clausula,expiracionBloqueoClausulaDias,valorMercado,puntosRecientes,puntosRecientesPromedio,puntosTotales
tuprimaaaaaa,entrenamiento,Capoue,Villarreal CF,3,ok,7976831,3,4529683,6,4.25,17
