nombreJugador,nombreEquipo,won_match,lost_match,drawn_match,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Diego Simeone,Atlético de Madrid,9,2,1,614623,11589158,614623,Baja
