nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,puntosTotales,puntosPromedio,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Iñaki González,UD Las Palmas,centrocampista,0.0,0.0,0.0,0,0,297382,426006,426006,Sube
