nombreJugador,nombreEquipo,won_match,lost_match,drawn_match,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Luis García Plaza,Deportivo Alavés,3,6,3,396005,2644673,447220,Sube
