nombreJugador,nombreEquipo,won_match,lost_match,drawn_match,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Jagoba Arrasate,C.A. Osasuna,3,6,2,483778,6404418,484665,Sube
