nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,puntosTotales,puntosPromedio,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Ander Sánchez,Deportivo Alavés,centrocampista,0.0,0.0,0.0,0,0,322019,427988,427988,Sube
