nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,puntosTotales,puntosPromedio,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Giorgi Gagua,Deportivo Alavés,delantero,0.0,0.0,0.0,0,0,409104,654033,451973,Sube
