nombreJugador,nombreEquipo,posicionJugador,mins_played,goals,goal_assist,puntosTotales,puntosPromedio,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Thibaut Courtois,Real Madrid,portero,0.0,0.0,0.0,0,0,3282504,50704846,3282504,Baja
