nombreJugador,nombreEquipo,won_match,lost_match,drawn_match,valorMercadoMinimo,valorMercadoMaximo,valorMercadoReciente,tendenciaValorMercado
Diego Simeone,Atlético de Madrid,8,2,1,650313,11589158,650313,Baja
